id,product_uid,word_in_title,word_in_description,len_of_query
669,100110,1,2,2
670,100111,2,2,3
671,100111,2,2,3
674,100112,2,4,4
677,100113,0,2,3
679,100114,2,2,2
680,100115,5,6,7
682,100115,1,2,2
686,100116,2,3,4
687,100116,2,2,3
688,100117,1,1,2
690,100118,1,1,2
691,100119,4,3,4
696,100119,1,1,3
700,100120,1,1,2
712,100124,2,2,2
713,100125,3,3,3
715,100125,3,3,3
718,100125,2,3,3
722,100125,2,2,4
726,100126,3,3,3
731,100127,2,2,2
734,100128,0,0,3
737,100128,0,0,1
739,100128,1,2,2
740,100128,1,1,2
742,100129,1,2,2
743,100129,1,1,1
745,100130,1,1,2
748,100131,2,3,3
749,100131,0,1,2
751,100131,1,2,3
753,100131,0,0,2
756,100132,1,1,1
758,100133,1,1,2
759,100133,0,0,2
760,100133,0,1,2
763,100134,2,3,4
764,100134,0,0,2
765,100134,0,1,2
771,100134,1,1,4
773,100134,0,0,5
778,100135,2,2,4
784,100138,3,3,3
787,100138,2,2,3
790,100138,1,1,2
791,100138,2,2,3
800,100138,2,2,2
801,100138,1,1,3
811,100140,0,1,3
812,100140,0,0,1
817,100141,0,0,1
818,100141,1,1,1
819,100141,1,1,2
824,100141,2,2,2
826,100141,2,1,2
828,100143,3,3,4
831,100143,3,3,3
832,100143,2,2,2
837,100143,3,3,4
843,100144,2,3,3
844,100144,1,2,3
847,100145,1,1,3
852,100146,3,2,4
857,100146,5,4,5
862,100148,3,3,3
867,100149,1,1,3
868,100149,2,2,3
869,100149,2,3,4
872,100149,4,4,8
876,100149,1,1,2
878,100149,2,2,4
881,100149,2,2,3
882,100149,2,2,4
885,100149,2,2,2
886,100149,0,2,6
893,100150,2,2,3
894,100150,0,0,2
895,100150,0,1,4
898,100150,1,1,1
899,100150,3,5,5
902,100151,1,3,3
908,100152,3,3,3
909,100152,2,2,3
910,100152,2,4,4
912,100152,0,0,3
918,100152,0,2,2
922,100153,2,2,2
923,100153,4,3,4
928,100153,0,0,2
929,100154,2,2,3
934,100154,2,2,3
940,100155,3,3,4
944,100157,0,0,2
954,100158,4,2,5
958,100158,3,2,3
962,100158,1,1,2
963,100158,1,0,3
969,100160,3,3,3
974,100161,0,0,1
978,100161,1,1,2
984,100163,2,2,3
991,100165,2,2,2
1000,100165,1,1,2
1001,100166,0,0,1
1004,100166,2,2,2
1007,100167,2,2,2
1008,100167,2,2,3
1019,100170,1,1,2
1020,100170,3,3,3
1022,100170,2,3,3
1026,100170,1,2,3
1028,100171,0,1,1
1031,100172,1,1,2
1038,100173,2,3,3
1040,100174,0,0,2
1051,100176,2,2,2
1053,100177,3,3,3
1056,100178,0,0,1
1060,100179,3,3,3
1062,100179,3,3,3
1065,100180,2,2,4
1068,100180,2,2,3
1072,100181,1,1,2
1073,100181,1,2,2
1074,100181,3,2,3
1076,100182,1,1,1
1080,100184,0,0,1
1081,100184,1,1,1
1083,100184,2,2,3
1084,100184,0,1,1
1086,100184,1,3,7
1090,100185,1,1,2
1095,100188,0,0,2
1097,100189,1,1,3
1098,100189,1,1,2
1101,100189,0,0,2
1103,100189,3,3,4
1104,100189,0,1,3
1107,100189,1,2,2
1108,100189,0,0,3
1116,100191,2,2,2
1121,100193,5,5,5
1128,100193,2,1,2
1129,100193,2,1,2
1132,100193,2,2,4
1134,100193,3,5,6
1135,100193,2,2,3
1138,100194,1,1,3
1142,100194,1,1,2
1145,100194,2,2,3
1146,100194,2,3,3
1148,100194,1,1,2
1151,100194,3,3,3
1155,100195,1,1,2
1159,100196,3,4,4
1164,100196,1,1,2
1165,100197,0,0,1
1168,100197,2,2,3
1171,100197,2,2,4
1172,100197,1,1,1
1176,100197,1,2,4
1177,100197,2,2,3
1180,100200,0,0,1
1185,100201,1,1,1
1191,100203,2,2,2
1192,100203,2,2,3
1195,100203,1,1,2
1196,100203,2,2,2
1205,100208,0,1,2
1206,100208,0,1,1
1208,100209,1,3,5
1212,100209,1,1,2
1215,100209,0,0,1
1216,100209,0,2,3
1218,100210,1,1,2
1220,100210,0,0,3
1224,100211,2,2,2
1227,100212,0,2,2
1228,100213,1,2,3
1230,100213,2,1,3
1231,100213,2,1,2
1237,100216,2,2,2
1238,100216,2,3,3
1243,100217,3,3,3
1248,100218,2,2,3
1252,100218,2,2,2
1253,100218,2,2,4
1257,100218,0,0,1
1266,100221,0,0,1
1267,100222,1,0,1
1273,100224,1,1,2
1275,100224,2,2,3
1276,100224,3,3,3
1279,100225,1,1,2
1287,100227,1,2,2
1289,100227,2,2,3
1291,100227,0,2,3
1296,100228,1,1,1
1300,100229,0,0,1
1302,100229,1,1,2
1303,100230,1,1,1
1316,100232,0,1,2
1317,100232,1,2,3
1320,100232,3,3,3
1323,100233,0,0,1
1326,100235,1,2,2
1335,100237,1,2,2
1338,100237,2,2,3
1340,100237,1,1,2
1344,100239,1,2,3
1345,100239,1,2,3
1347,100239,1,1,3
1348,100239,0,1,2
1349,100239,2,2,4
1355,100241,0,1,2
1356,100241,1,2,3
1357,100241,3,0,4
1359,100242,1,2,2
1364,100245,2,3,3
1366,100246,2,2,3
1377,100248,1,1,2
1387,100248,0,0,2
1388,100248,1,2,3
1394,100249,0,0,1
1395,100249,1,2,3
1397,100249,1,3,3
1399,100249,4,6,6
1401,100249,3,3,3
1403,100249,2,4,6
1405,100250,3,3,3
1408,100251,1,2,4
1414,100252,1,1,1
1419,100253,2,2,2
1422,100254,2,2,3
1427,100255,3,3,3
1431,100256,2,1,2
1433,100256,2,2,4
1434,100256,2,2,2
1436,100256,0,1,3
1439,100257,0,0,1
1443,100257,2,2,2
1444,100257,0,0,2
1449,100259,1,1,2
1453,100259,1,2,3
1454,100259,1,2,2
1458,100260,2,2,2
1468,100263,2,1,2
1471,100263,2,2,3
1472,100263,0,0,1
1473,100263,0,0,2
1479,100264,0,1,2
1481,100264,3,5,5
1483,100264,1,1,2
1486,100264,1,2,3
1487,100264,2,2,3
1490,100264,2,3,4
1491,100264,3,3,5
1492,100264,1,1,3
1496,100264,1,2,2
1497,100264,1,3,3
1501,100264,1,1,5
1504,100265,0,0,1
1506,100265,1,2,3
1509,100265,0,0,2
1512,100265,1,2,3
1528,100267,1,3,3
1538,100269,2,1,2
1542,100270,1,1,3
1546,100270,2,2,2
1548,100272,1,2,3
1554,100272,2,0,4
1560,100272,2,1,4
1561,100272,3,3,4
1562,100272,2,2,4
1568,100272,3,2,3
1569,100272,4,4,5
1571,100272,1,1,2
1572,100273,2,2,3
1576,100274,1,1,2
1577,100274,2,2,2
1578,100274,2,3,4
1587,100277,1,2,2
1588,100277,0,2,2
1593,100279,1,2,2
1595,100280,2,2,2
1609,100282,0,0,2
1610,100282,1,2,4
1612,100282,0,2,5
1616,100282,0,0,1
1617,100282,1,1,2
1622,100283,2,1,2
1624,100283,4,4,7
1627,100284,1,1,2
1633,100285,0,1,2
1634,100285,1,3,3
1637,100286,2,2,2
1640,100286,2,1,2
1643,100286,3,3,3
1645,100287,3,3,4
1647,100287,1,1,4
1648,100287,1,1,3
1653,100288,0,0,2
1654,100289,0,0,3
1655,100289,5,4,5
1656,100289,2,2,6
1657,100289,2,2,3
1661,100290,3,3,3
1664,100292,2,1,5
1667,100292,0,2,4
1669,100293,1,1,1
1670,100294,1,2,3
1671,100294,1,1,3
1672,100294,1,1,3
1673,100294,1,1,2
1675,100294,3,2,3
1677,100294,3,3,4
1681,100295,0,0,2
1691,100297,2,2,3
1692,100297,2,2,2
1696,100297,3,0,5
1702,100299,1,1,2
1703,100299,1,1,2
1704,100299,2,1,2
1705,100299,2,1,3
1713,100299,2,1,3
1715,100299,3,3,4
1721,100302,1,1,1
1722,100303,0,1,2
1724,100304,2,2,4
1726,100304,2,2,2
1731,100306,1,1,2
1733,100306,2,3,4
1738,100306,1,1,1
1740,100306,0,1,3
1741,100306,2,2,2
1742,100306,1,2,2
1746,100307,4,5,6
1749,100307,2,3,5
1753,100307,1,3,3
1762,100307,1,1,2
1765,100308,2,2,4
1771,100310,2,2,2
1774,100311,3,2,3
1777,100312,1,1,2
1779,100313,0,1,2
1780,100313,1,2,2
1782,100313,0,2,4
1784,100314,2,2,2
1785,100314,2,2,3
1786,100315,1,1,3
1790,100315,2,3,3
1797,100316,4,4,4
1804,100317,3,3,4
1805,100317,2,3,5
1811,100320,6,6,8
1815,100320,3,4,6
1816,100320,2,2,3
1818,100320,1,1,2
1821,100321,1,1,2
1824,100321,3,3,3
1829,100322,1,1,2
1830,100323,3,1,4
1835,100323,2,0,2
1841,100326,2,1,3
1844,100326,2,2,2
1845,100326,2,0,4
1846,100326,2,2,4
1847,100327,1,1,2
1848,100327,0,1,2
1851,100327,1,1,3
1852,100328,4,3,4
1853,100328,1,2,3
1855,100328,1,2,2
1858,100329,2,1,2
1861,100329,1,1,1
1862,100330,2,2,4
1867,100331,2,1,2
1868,100331,1,3,4
1870,100331,1,3,3
1872,100332,1,0,2
1875,100334,1,2,3
1881,100335,2,2,4
1883,100335,0,1,3
1894,100337,5,5,5
1896,100337,2,3,3
1899,100337,1,1,2
1907,100339,1,1,1
1914,100341,0,0,1
1915,100342,2,2,2
1918,100342,1,1,2
1920,100342,1,2,2
1921,100343,3,3,3
1922,100343,3,4,4
1923,100343,1,2,2
1924,100343,1,2,3
1927,100343,1,5,5
1931,100343,2,3,3
1933,100343,2,3,3
1939,100344,1,0,1
1941,100345,0,1,3
1943,100345,2,2,3
1956,100349,2,1,2
1959,100350,2,2,3
1961,100350,2,0,3
1963,100351,0,0,2
1964,100351,1,2,3
1966,100351,0,0,3
1967,100352,1,1,3
1970,100352,1,1,4
1977,100354,0,1,2
1979,100354,0,2,3
1982,100354,1,2,3
1983,100354,1,3,3
1987,100355,2,1,2
1989,100356,0,1,2
1994,100356,0,2,2
1998,100357,2,3,3
2000,100357,2,2,3
2001,100357,2,5,7
2002,100357,3,3,4
2003,100357,1,1,2
2006,100357,1,3,5
2008,100357,4,2,4
2011,100358,2,2,4
2013,100358,1,2,2
2019,100359,0,0,2
2021,100359,0,1,2
2022,100359,2,4,4
2023,100359,1,3,3
2024,100359,0,0,2
2025,100360,1,1,2
2029,100361,0,0,2
2037,100364,2,2,2
2039,100365,2,2,2
2041,100365,2,2,3
2042,100365,0,0,2
2047,100367,1,2,2
2050,100368,2,1,3
2052,100368,1,1,3
2056,100368,1,2,2
2060,100368,1,0,2
2062,100370,0,0,2
2064,100370,0,0,2
2065,100370,0,0,2
2066,100370,1,1,3
2070,100370,2,2,2
2073,100370,2,2,3
2074,100370,0,0,2
2081,100373,2,2,2
2082,100373,1,2,2
2083,100373,2,3,3
2085,100374,2,3,3
2086,100374,2,2,2
2088,100374,2,2,4
2089,100374,0,1,3
2095,100375,0,0,2
2097,100376,3,3,3
2098,100376,3,3,5
2103,100378,0,0,3
2106,100378,0,0,5
2107,100378,2,2,2
2109,100379,3,3,3
2113,100380,1,2,3
2115,100380,1,2,3
2117,100380,0,1,2
2118,100380,1,2,4
2126,100381,2,2,2
2130,100383,2,1,3
2133,100383,2,1,3
2136,100383,1,2,3
2137,100383,1,0,2
2139,100384,2,3,4
2146,100384,1,2,3
2148,100384,1,1,2
2149,100385,2,2,2
2151,100385,1,1,2
2153,100386,0,1,2
2154,100386,1,1,1
2157,100386,1,2,4
2158,100387,1,1,1
2160,100388,1,0,3
2163,100388,2,0,2
2166,100388,2,1,3
2167,100388,2,1,3
2169,100388,4,1,5
2173,100388,3,1,3
2176,100388,1,0,2
2181,100390,2,4,5
2182,100390,3,3,3
2188,100390,3,4,4
2189,100390,2,4,4
2190,100390,2,3,4
2201,100393,0,0,3
2204,100393,0,0,2
2206,100393,1,1,1
2210,100395,1,1,3
2211,100395,2,2,2
2218,100395,0,1,2
2222,100397,1,1,2
2224,100397,1,2,2
2226,100398,3,4,5
2237,100399,1,2,2
2242,100401,2,2,3
2245,100401,1,2,2
2248,100403,1,1,2
2251,100403,2,2,2
2257,100405,4,4,4
2258,100405,4,4,4
2259,100405,2,3,3
2270,100407,2,2,3
2273,100407,1,1,3
2275,100407,0,0,1
2277,100407,2,2,3
2279,100408,1,2,4
2281,100408,1,2,3
2283,100408,1,2,3
2284,100409,2,2,6
2288,100409,1,2,3
2291,100409,0,0,2
2292,100409,0,0,2
2293,100409,0,1,2
2297,100409,0,1,2
2298,100409,1,2,3
2299,100409,1,1,2
2300,100409,0,0,2
2303,100409,0,0,2
2306,100409,0,1,3
2310,100409,1,2,3
2312,100409,1,2,3
2315,100409,0,1,2
2321,100410,2,2,4
2323,100410,1,2,2
2325,100410,2,2,3
2326,100410,2,2,4
2328,100410,2,2,3
2333,100410,2,2,5
2334,100410,0,3,3
2339,100410,3,3,3
2346,100411,0,0,2
2351,100412,1,1,3
2359,100413,0,3,4
2365,100414,0,1,2
2369,100415,1,2,3
2374,100417,2,2,3
2375,100417,3,4,5
2381,100417,2,2,2
2385,100418,0,1,2
2393,100418,0,1,3
2398,100420,2,2,3
2403,100423,0,1,2
2409,100423,1,3,5
2410,100423,1,1,2
2413,100423,2,2,3
2416,100423,0,2,3
2420,100424,3,3,4
2421,100425,0,1,2
2423,100425,1,1,3
2424,100425,0,1,1
2426,100425,0,3,3
2433,100427,1,1,2
2435,100427,2,2,2
2439,100428,1,1,2
2442,100428,2,2,2
2443,100428,2,2,3
2448,100429,1,2,3
2449,100429,0,0,2
2451,100429,1,1,3
2453,100429,0,1,3
2455,100429,0,2,2
2456,100429,1,2,3
2461,100430,1,1,2
2462,100430,1,1,1
2464,100430,2,3,3
2465,100430,1,1,2
2466,100430,1,1,2
2468,100431,1,1,1
2470,100431,2,3,4
2471,100431,1,1,2
2474,100431,1,1,2
2475,100431,1,3,3
2478,100433,0,1,2
2484,100434,1,1,1
2485,100435,1,2,3
2489,100436,1,4,5
2490,100437,3,2,3
2500,100440,1,1,1
2502,100441,3,4,9
2507,100442,1,0,1
2513,100444,2,3,3
2514,100444,2,2,2
2515,100444,3,3,3
2516,100445,2,2,2
2534,100446,2,2,3
2535,100446,5,5,7
2538,100446,3,3,3
2539,100446,3,3,3
2540,100447,2,2,2
2545,100448,3,3,4
2551,100448,2,3,4
2555,100450,4,4,7
2556,100450,2,2,3
2562,100451,1,2,5
2571,100455,2,2,2
2575,100457,2,2,2
2578,100457,1,1,2
2581,100458,2,2,3
2582,100458,1,1,2
2585,100458,0,0,2
2592,100459,2,2,2
2598,100461,6,6,6
2604,100461,2,2,3
2605,100461,2,2,3
2608,100461,2,4,4
2616,100461,4,4,4
2617,100461,2,2,3
2621,100461,3,4,5
2622,100462,2,2,3
2626,100462,3,3,3
2627,100462,1,0,2
2628,100462,3,2,3
2636,100463,0,3,4
2642,100464,2,1,2
2643,100464,2,2,2
2654,100466,2,2,3
2657,100466,0,0,1
2660,100466,2,1,3
2662,100466,1,2,4
2666,100468,1,3,3
2669,100468,1,1,3
2670,100468,2,2,3
2671,100468,2,2,3
2672,100468,2,3,5
2673,100468,2,3,5
2675,100468,3,3,3
2677,100468,1,2,4
2680,100468,1,1,3
2685,100468,3,3,4
2686,100468,1,1,1
2688,100468,1,1,1
2691,100468,1,2,2
2695,100469,2,2,3
2696,100469,2,2,3
2697,100470,3,4,4
2698,100470,2,2,3
2700,100470,1,2,2
2704,100471,2,1,4
2708,100471,0,1,3
2709,100472,3,3,4
2710,100472,2,3,3
2712,100472,3,3,3
2715,100474,2,2,2
2725,100477,3,3,4
2728,100477,1,1,2
2729,100477,2,1,2
2733,100478,0,3,3
2735,100478,0,2,2
2736,100478,1,2,2
2737,100478,1,2,2
2741,100479,2,3,3
2744,100479,1,1,1
2750,100480,1,1,4
2752,100480,2,2,4
2755,100480,2,2,3
2758,100481,2,3,3
2768,100483,3,3,3
2777,100485,1,1,1
2782,100486,0,0,3
2784,100487,3,3,3
2785,100487,2,2,3
2786,100487,2,1,3
2787,100487,3,3,3
2791,100488,0,2,2
2796,100489,3,1,4
2798,100489,4,3,4
2800,100489,3,2,3
2802,100489,4,1,6
2808,100490,2,2,3
2816,100492,0,0,2
2818,100492,1,1,2
2820,100492,2,2,3
2823,100494,3,3,3
2826,100496,1,2,3
2831,100497,2,3,3
2833,100498,2,4,4
2834,100498,1,3,3
2835,100498,2,2,2
2836,100498,1,2,2
2838,100499,1,2,3
2839,100499,3,3,4
2841,100499,1,1,1
2845,100500,3,3,3
2846,100500,2,2,2
2847,100501,2,2,2
2853,100502,3,3,4
2855,100502,2,2,2
2859,100503,2,2,2
2861,100505,2,2,3
2865,100506,0,1,4
2866,100506,0,1,2
2867,100506,2,2,3
2869,100506,1,1,1
2870,100507,2,2,2
2871,100508,3,3,4
2872,100508,1,1,2
2874,100508,1,1,2
2875,100508,2,2,3
2876,100508,2,2,2
2880,100509,2,1,2
2882,100509,1,1,2
2883,100510,2,2,4
2885,100510,1,1,2
2887,100510,2,1,4
2892,100510,2,2,3
2894,100510,3,3,4
2895,100511,1,2,2
2896,100512,1,1,1
2897,100512,1,1,1
2898,100512,3,4,4
2899,100513,0,1,2
2901,100514,2,2,3
2902,100515,2,2,2
2905,100517,2,1,3
2909,100517,2,1,3
2912,100518,1,2,4
2914,100519,3,4,7
2915,100519,1,1,3
2918,100519,1,1,2
2920,100519,0,0,3
2921,100520,1,1,1
2924,100521,2,2,3
2932,100521,0,0,1
2935,100521,2,3,3
2943,100522,1,5,6
2944,100522,0,3,4
2949,100522,0,1,2
2958,100523,1,2,3
2964,100523,3,3,3
2966,100524,3,3,4
2968,100524,1,1,1
2971,100525,1,1,3
2973,100525,0,1,2
2974,100525,1,2,4
2975,100525,2,2,2
2976,100525,0,0,2
2980,100525,4,4,4
2984,100526,1,1,3
2987,100526,0,1,1
2990,100526,0,0,3
2991,100526,0,0,1
3002,100526,0,0,2
3004,100526,1,1,2
3008,100526,1,1,3
3010,100526,0,0,2
3012,100526,0,0,2
3013,100526,0,0,2
3017,100527,2,2,3
3021,100527,0,1,4
3026,100528,2,3,5
3029,100529,1,1,2
3030,100529,3,3,4
3032,100531,1,1,2
3036,100532,1,1,3
3039,100532,1,1,2
3044,100533,1,1,2
3050,100536,6,6,6
3055,100536,2,2,3
3056,100536,2,2,2
3066,100536,3,3,4
3067,100536,2,2,3
3069,100536,3,3,5
3070,100537,1,1,3
3076,100538,1,1,2
3078,100538,1,2,2
3079,100538,1,2,2
3082,100538,0,1,2
3086,100539,0,0,2
3089,100539,0,1,2
3092,100539,2,4,5
3096,100540,2,2,3
3098,100540,1,2,3
3101,100540,2,2,3
3104,100540,1,1,1
3105,100540,1,1,2
3114,100544,3,3,3
3115,100544,1,1,3
3116,100544,2,3,5
3121,100545,3,3,3
3126,100546,1,1,1
3127,100546,1,1,2
3128,100546,1,1,3
3134,100549,1,1,2
3135,100550,0,2,2
3136,100550,2,3,5
3138,100551,2,2,2
3139,100552,2,2,3
3140,100552,1,1,2
3143,100552,2,2,3
3144,100552,1,2,3
3147,100552,0,0,1
3151,100553,3,3,4
3159,100554,3,3,3
3161,100554,3,3,3
3163,100554,1,2,3
3165,100554,2,2,2
3170,100556,1,3,3
3171,100557,0,0,1
3172,100557,1,0,2
3179,100557,2,2,4
3181,100557,1,1,2
3187,100558,3,3,3
3190,100559,1,1,1
3192,100560,0,0,2
3194,100561,3,1,4
3199,100562,4,4,6
3200,100562,1,1,1
3202,100562,2,1,2
3211,100564,3,3,3
3213,100565,1,3,5
3214,100565,1,1,4
3215,100565,1,1,3
3223,100565,1,1,3
3225,100566,1,1,1
3227,100567,2,0,2
3229,100567,0,0,1
3231,100569,1,2,3
3232,100569,1,1,3
3235,100570,0,2,2
3238,100570,1,2,3
3241,100571,1,1,1
3246,100572,1,1,3
3249,100572,1,1,4
3250,100572,1,1,3
3254,100572,0,0,2
3256,100573,1,2,3
3260,100573,2,1,3
3268,100574,0,0,1
3270,100574,3,3,3
3272,100575,3,3,3
3274,100576,3,3,3
3276,100576,2,3,3
3281,100578,0,0,1
3285,100580,1,1,1
3288,100581,2,2,3
3292,100581,1,1,4
3295,100581,0,0,2
3301,100581,1,2,2
3304,100582,2,1,5
3309,100582,0,0,2
3311,100582,1,1,2
3312,100582,1,1,2
3314,100582,0,0,1
3315,100582,3,0,7
3322,100585,2,2,3
3323,100586,0,0,1
3327,100587,1,3,3
3328,100587,1,1,1
3330,100587,2,2,2
3331,100587,1,0,2
3333,100588,1,1,1
3338,100590,3,2,4
3341,100590,1,3,3
3342,100590,2,2,2
3344,100591,2,2,3
3346,100591,2,2,3
3348,100592,1,0,2
3354,100593,2,2,3
3356,100593,0,1,2
3359,100593,1,2,2
3360,100593,2,3,4
3366,100594,1,0,1
3369,100596,2,1,5
3374,100596,1,1,4
3388,100599,2,2,3
3389,100599,3,3,3
3391,100599,1,1,1
3392,100599,1,1,1
3397,100600,1,2,3
3400,100600,3,4,6
3403,100600,5,6,7
3406,100601,1,2,4
3407,100601,3,3,5
3410,100601,0,2,4
3411,100601,1,2,3
3412,100601,1,1,3
3414,100601,1,3,5
3416,100602,1,1,2
3417,100603,3,3,3
3418,100603,2,2,4
3422,100603,2,2,3
3430,100605,1,1,1
3440,100606,2,3,5
3443,100606,1,4,5
3446,100606,0,0,1
3447,100606,1,1,2
3449,100606,1,3,3
3453,100606,3,3,3
3457,100607,1,1,3
3460,100608,2,2,3
3470,100609,2,2,2
3471,100609,3,3,3
3473,100610,1,2,3
3475,100610,2,2,3
3477,100611,2,1,3
3479,100611,1,1,2
3485,100612,2,3,3
3486,100612,2,2,3
3487,100612,3,3,4
3488,100612,2,5,7
3490,100612,3,3,3
3491,100612,1,1,2
3494,100612,3,2,4
3496,100612,2,3,3
3499,100613,1,1,2
3506,100615,1,0,3
3507,100615,2,0,5
3509,100615,1,0,2
3513,100616,3,2,3
3515,100616,2,2,3
3516,100616,6,5,8
3517,100616,3,3,3
3520,100618,0,1,3
3521,100618,0,0,3
3522,100618,1,2,2
3523,100619,1,2,6
3535,100619,3,3,4
3536,100619,4,4,5
3540,100619,1,1,2
3541,100619,1,2,3
3543,100620,2,2,3
3552,100622,0,0,2
3553,100622,2,2,3
3558,100623,2,3,3
3561,100624,4,4,4
3564,100624,0,1,2
3570,100624,1,1,3
3576,100624,1,2,3
3578,100625,2,2,3
3579,100625,1,1,3
3580,100625,1,1,3
3583,100625,1,2,2
3584,100625,1,1,3
3590,100626,0,3,4
3591,100627,1,1,2
3597,100628,1,1,2
3604,100628,1,2,2
3606,100628,2,3,4
3610,100629,1,1,2
3611,100629,1,1,3
3612,100629,0,1,2
3614,100629,0,0,2
3615,100629,1,1,3
3616,100629,0,0,2
3618,100629,0,2,3
3624,100632,4,4,4
3625,100632,3,3,3
3627,100632,1,1,2
3629,100632,3,3,4
3632,100633,1,1,2
3635,100633,0,0,2
3636,100633,0,0,3
3638,100634,1,2,2
3639,100635,2,3,3
3640,100635,1,1,1
3641,100635,1,3,5
3643,100635,6,6,6
3647,100635,1,1,2
3651,100636,2,3,3
3657,100637,3,3,3
3658,100637,2,2,3
3661,100638,2,3,3
3665,100639,2,4,5
3669,100640,2,2,4
3675,100640,3,3,4
3678,100642,0,0,3
3680,100642,0,1,2
3683,100644,1,1,1
3685,100645,1,1,2
3690,100646,0,0,1
3692,100647,0,1,2
3695,100649,2,2,2
3699,100650,3,3,3
3700,100650,1,1,2
3702,100650,3,3,3
