id,product_uid,brand_length_in_query,brand_name_size,brand_name_query,brand_name_in_attr
408,100065,0.0,2.0,,Glacier Bay
411,100065,0.0,2.0,,Glacier Bay
413,100065,0.0,2.0,,Glacier Bay
418,100065,0.0,2.0,,Glacier Bay
421,100065,0.0,2.0,,Glacier Bay
422,100065,2.0,2.0,glacier bay,Glacier Bay
440,100068,0.0,1.0,,Rheem
444,100068,0.0,1.0,,Rheem
445,100068,0.0,1.0,,Rheem
446,100068,0.0,1.0,,Rheem
447,100068,0.0,1.0,,Rheem
452,100068,1.0,1.0,rheem,Rheem
454,100068,1.0,1.0,rheem,Rheem
455,100068,1.0,1.0,rheem,Rheem
456,100068,1.0,1.0,rheum,Rheem
458,100068,0.0,1.0,,Rheem
459,100068,0.0,1.0,,Rheem
461,100069,1.0,1.0,shark,Shark
468,100070,0.0,1.0,,GE
469,100070,0.0,1.0,,GE
470,100070,0.0,1.0,,GE
473,100070,0.0,1.0,,GE
475,100071,0.0,3.0,,Steves & Sons
476,100071,0.0,3.0,,Steves & Sons
478,100071,1.0,3.0,steel,Steves & Sons
479,100071,1.0,3.0,steel,Steves & Sons
480,100072,0.0,1.0,,Duck
481,100072,0.0,1.0,,Duck
485,100074,0.0,1.0,,Kaleen
491,100076,0.0,0.0,,Unbranded
492,100077,0.0,2.0,,Mueller Global
497,100077,0.0,2.0,,Mueller Global
500,100078,0.0,1.0,,Safavieh
501,100079,0.0,1.0,,Frigidaire
508,100081,1.0,1.0,stall,STERLING
511,100081,0.0,1.0,,STERLING
516,100082,0.0,0.0,,Unbranded
517,100083,0.0,2.0,,Shape Products
524,100086,0.0,2.0,,Rust-Oleum EpoxyShield
533,100086,1.0,2.0,rustollum,Rust-Oleum EpoxyShield
536,100087,0.0,1.0,,YuTrax
542,100088,0.0,1.0,,Werner
544,100089,1.0,1.0,melnor,Melnor
549,100090,0.0,2.0,,LG Electronics
551,100090,0.0,2.0,,LG Electronics
557,100090,0.0,2.0,,LG Electronics
559,100090,0.0,2.0,,LG Electronics
562,100090,0.0,2.0,,LG Electronics
563,100090,0.0,2.0,,LG Electronics
568,100092,0.0,2.0,,Rust-Oleum Restore
571,100092,0.0,2.0,,Rust-Oleum Restore
572,100092,0.0,2.0,,Rust-Oleum Restore
573,100092,0.0,2.0,,Rust-Oleum Restore
576,100092,1.0,2.0,restore,Rust-Oleum Restore
581,100093,1.0,1.0,milwaukee,Milwaukee
582,100093,1.0,1.0,milwaukee,Milwaukee
583,100093,0.0,1.0,,Milwaukee
584,100093,0.0,1.0,,Milwaukee
585,100094,0.0,1.0,,Ariens
591,100094,0.0,1.0,,Ariens
593,100094,0.0,1.0,,Ariens
595,100095,0.0,1.0,,GE
600,100095,1.0,1.0,ge,GE
605,100096,0.0,2.0,,Woodgrain Millwork
606,100096,0.0,2.0,,Woodgrain Millwork
611,100096,0.0,2.0,,Woodgrain Millwork
619,100097,2.0,2.0,hampton bay,Hampton Bay
626,100098,0.0,3.0,,Gardener's Blue Ribbon
630,100100,0.0,1.0,,Dimex
634,100101,1.0,3.0,intertape,Intertape Polymer Group
635,100101,0.0,3.0,,Intertape Polymer Group
636,100102,0.0,1.0,,Teks
637,100102,0.0,1.0,,Teks
640,100104,0.0,1.0,,GE
642,100104,0.0,1.0,,GE
643,100104,0.0,1.0,,GE
644,100105,0.0,1.0,,RIDGID
646,100105,0.0,1.0,,RIDGID
652,100105,1.0,1.0,rigid,RIDGID
653,100106,0.0,2.0,,Sun Joe
659,100108,0.0,2.0,,American Standard
662,100110,0.0,1.0,,Ryobi
663,100110,0.0,1.0,,Ryobi
666,100110,1.0,1.0,ryobi,Ryobi
668,100110,1.0,1.0,ryobi,Ryobi
669,100110,0.0,1.0,,Ryobi
670,100111,0.0,1.0,,Prime-Line
671,100111,0.0,1.0,,Prime-Line
674,100112,2.0,2.0,rug doctor,Rug Doctor
677,100113,0.0,1.0,,Amerelle
679,100114,0.0,0.0,,Unbranded
680,100115,0.0,1.0,,MasterPiece
682,100115,0.0,1.0,,MasterPiece
686,100116,0.0,2.0,,LG Electronics
687,100116,0.0,2.0,,LG Electronics
688,100117,0.0,3.0,,Home Decorators Collection
690,100118,0.0,1.0,,Jameson
691,100119,0.0,1.0,,Purdy
696,100119,0.0,1.0,,Purdy
700,100120,0.0,1.0,,DEWALT
713,100125,1.0,1.0,delta,Delta
715,100125,1.0,1.0,delta,Delta
718,100125,0.0,1.0,,Delta
722,100125,0.0,1.0,,Delta
726,100126,0.0,1.0,,InSinkErator
731,100127,0.0,1.0,,RapidAir
734,100128,0.0,1.0,,Proslat
737,100128,0.0,1.0,,Proslat
739,100128,0.0,1.0,,Proslat
740,100128,0.0,1.0,,Proslat
742,100129,0.0,2.0,,Sundstrom Safety
743,100129,0.0,2.0,,Sundstrom Safety
745,100130,0.0,1.0,,Terro
748,100131,0.0,1.0,,Leaktite
749,100131,0.0,1.0,,Leaktite
751,100131,0.0,1.0,,Leaktite
753,100131,0.0,1.0,,Leaktite
756,100132,0.0,2.0,,Hampton Bay
758,100133,0.0,0.0,,Unbranded
759,100133,0.0,0.0,,Unbranded
760,100133,0.0,0.0,,Unbranded
763,100134,0.0,2.0,,Frost King
764,100134,0.0,2.0,,Frost King
765,100134,0.0,2.0,,Frost King
771,100134,0.0,2.0,,Frost King
773,100134,0.0,2.0,,Frost King
778,100135,1.0,2.0,water,Pelican Water
784,100138,0.0,1.0,,Philips
787,100138,0.0,1.0,,Philips
790,100138,0.0,1.0,,Philips
791,100138,0.0,1.0,,Philips
800,100138,0.0,1.0,,Philips
801,100138,0.0,1.0,,Philips
811,100140,0.0,1.0,,Honda
812,100140,0.0,1.0,,Honda
817,100141,1.0,1.0,closetmade,ClosetMaid
818,100141,1.0,1.0,closetmaid,ClosetMaid
819,100141,1.0,1.0,closetmaid,ClosetMaid
824,100141,0.0,1.0,,ClosetMaid
826,100141,0.0,1.0,,ClosetMaid
828,100143,0.0,1.0,,Frigidaire
831,100143,1.0,1.0,frigidaire,Frigidaire
832,100143,0.0,1.0,,Frigidaire
837,100143,0.0,1.0,,Frigidaire
843,100144,0.0,1.0,,Aquatic
844,100144,0.0,1.0,,Aquatic
847,100145,0.0,0.0,,Unbranded
852,100146,0.0,1.0,,Armstrong
857,100146,0.0,1.0,,Armstrong
862,100148,0.0,1.0,,Everbilt
867,100149,0.0,1.0,,MARAZZI
868,100149,0.0,1.0,,MARAZZI
869,100149,0.0,1.0,,MARAZZI
872,100149,0.0,1.0,,MARAZZI
876,100149,0.0,1.0,,MARAZZI
878,100149,0.0,1.0,,MARAZZI
881,100149,0.0,1.0,,MARAZZI
882,100149,0.0,1.0,,MARAZZI
885,100149,0.0,1.0,,MARAZZI
886,100149,0.0,1.0,,MARAZZI
893,100150,0.0,0.0,,Unbranded
894,100150,0.0,0.0,,Unbranded
895,100150,0.0,0.0,,Unbranded
898,100150,0.0,0.0,,Unbranded
899,100150,0.0,0.0,,Unbranded
902,100151,0.0,2.0,,Commercial Electric
908,100152,2.0,2.0,cub cadet,Cub Cadet
909,100152,2.0,2.0,cub cadet,Cub Cadet
910,100152,2.0,2.0,cub cadet,Cub Cadet
912,100152,0.0,2.0,,Cub Cadet
918,100152,0.0,2.0,,Cub Cadet
922,100153,0.0,1.0,,Leviton
923,100153,0.0,1.0,,Leviton
928,100153,0.0,1.0,,Leviton
929,100154,0.0,2.0,,Reddy Heater
934,100154,1.0,2.0,heater,Reddy Heater
940,100155,0.0,2.0,,Backyard X-Scapes
944,100157,0.0,1.0,,Fiskars
954,100158,1.0,1.0,kohler,KOHLER
958,100158,0.0,1.0,,KOHLER
962,100158,0.0,1.0,,KOHLER
963,100158,0.0,1.0,,KOHLER
974,100161,0.0,1.0,,Aquasana
978,100161,0.0,1.0,,Aquasana
984,100163,0.0,2.0,,Avanti Pro
991,100165,1.0,1.0,cedar,CedarSafe
1000,100165,0.0,1.0,,CedarSafe
1001,100166,0.0,1.0,,Quikrete
1004,100166,1.0,1.0,quikrete,Quikrete
1007,100167,0.0,1.0,,Everbilt
1008,100167,0.0,1.0,,Everbilt
1019,100170,0.0,2.0,,Dyna-Glo Pro
1020,100170,0.0,2.0,,Dyna-Glo Pro
1022,100170,0.0,2.0,,Dyna-Glo Pro
1026,100170,0.0,2.0,,Dyna-Glo Pro
1028,100171,0.0,2.0,,Sundstrom Safety
1031,100172,1.0,2.0,lighting,Lithonia Lighting
1038,100173,0.0,1.0,,Haier
1040,100174,0.0,1.0,,Reflectix
1051,100176,1.0,1.0,malibu,Malibu
1053,100177,0.0,2.0,,Hickory Hardware
1056,100178,1.0,1.0,miricale,Miracle-Gro
1060,100179,0.0,1.0,,Paslode
1062,100179,1.0,1.0,paslode,Paslode
1065,100180,0.0,1.0,,Prime-Line
1068,100180,0.0,1.0,,Prime-Line
1072,100181,0.0,1.0,,Crosley
1073,100181,0.0,1.0,,Crosley
1074,100181,0.0,1.0,,Crosley
1076,100182,1.0,1.0,sheetrock,Sheetrock
1080,100184,0.0,2.0,,Bootz Industries
1081,100184,1.0,2.0,bootz,Bootz Industries
1083,100184,0.0,2.0,,Bootz Industries
1084,100184,0.0,2.0,,Bootz Industries
1086,100184,0.0,2.0,,Bootz Industries
1090,100185,0.0,1.0,,Rubbermaid
1095,100188,0.0,0.0,,Unbranded
1097,100189,0.0,1.0,,Prepac
1098,100189,0.0,1.0,,Prepac
1101,100189,0.0,1.0,,Prepac
1103,100189,0.0,1.0,,Prepac
1104,100189,0.0,1.0,,Prepac
1107,100189,0.0,1.0,,Prepac
1108,100189,0.0,1.0,,Prepac
1116,100191,0.0,1.0,,Fiskars
1121,100193,0.0,2.0,,Main Door
1128,100193,1.0,2.0,door,Main Door
1129,100193,1.0,2.0,doors,Main Door
1132,100193,1.0,2.0,door,Main Door
1134,100193,1.0,2.0,door,Main Door
1135,100193,1.0,2.0,door,Main Door
1138,100194,1.0,1.0,dewalt,DEWALT
1142,100194,1.0,1.0,dewalt,DEWALT
1145,100194,1.0,1.0,dewalt,DEWALT
1146,100194,1.0,1.0,dewalt,DEWALT
1148,100194,1.0,1.0,dewalt,DEWALT
1151,100194,1.0,1.0,dewalt,DEWALT
1155,100195,0.0,4.0,,MD Hobby and Craft
1159,100196,0.0,1.0,,Rheem
1164,100196,0.0,1.0,,Rheem
1165,100197,0.0,1.0,,Toro
1168,100197,0.0,1.0,,Toro
1171,100197,0.0,1.0,,Toro
1172,100197,0.0,1.0,,Toro
1176,100197,0.0,1.0,,Toro
1177,100197,0.0,1.0,,Toro
1180,100200,0.0,1.0,,Flowtron
1185,100201,0.0,2.0,,Cooper Bussmann
1191,100203,0.0,2.0,,MS International
1192,100203,0.0,2.0,,MS International
1195,100203,0.0,2.0,,MS International
1196,100203,0.0,2.0,,MS International
1205,100208,0.0,0.0,,Unbranded
1206,100208,0.0,0.0,,Unbranded
1208,100209,0.0,1.0,,Liberty
1212,100209,0.0,1.0,,Liberty
1215,100209,0.0,1.0,,Liberty
1216,100209,0.0,1.0,,Liberty
1218,100210,0.0,2.0,,PC Products
1220,100210,0.0,2.0,,PC Products
1224,100211,1.0,1.0,malibu,Malibu
1227,100212,0.0,0.0,,Unbranded
1228,100213,0.0,0.0,,Unbranded
1230,100213,0.0,0.0,,Unbranded
1231,100213,0.0,0.0,,Unbranded
1237,100216,0.0,2.0,,Generic Unbranded
1238,100216,0.0,2.0,,Generic Unbranded
1243,100217,0.0,1.0,,Sigman
1248,100218,0.0,2.0,,Sun Joe
1252,100218,0.0,2.0,,Sun Joe
1253,100218,0.0,2.0,,Sun Joe
1257,100218,0.0,2.0,,Sun Joe
1266,100221,0.0,1.0,,Everbilt
1267,100222,0.0,1.0,,JET
1273,100224,0.0,3.0,,House of Fara
1275,100224,0.0,3.0,,House of Fara
1276,100224,0.0,3.0,,House of Fara
1279,100225,0.0,0.0,,Unbranded
1287,100227,0.0,1.0,,Adjust-A-Gate
1289,100227,0.0,1.0,,Adjust-A-Gate
1291,100227,0.0,1.0,,Adjust-A-Gate
1296,100228,0.0,1.0,,Wooster
1300,100229,0.0,0.0,,Unbranded
1302,100229,0.0,0.0,,Unbranded
1303,100230,0.0,2.0,,Hampton Bay
1316,100232,0.0,2.0,,Hampton Bay
1317,100232,0.0,2.0,,Hampton Bay
1320,100232,1.0,2.0,hampton,Hampton Bay
1323,100233,0.0,2.0,,Caravan Sports
1326,100235,1.0,3.0,screen,EZ Screen Room
1335,100237,0.0,2.0,,Owens Corning
1338,100237,2.0,2.0,owens corning,Owens Corning
1340,100237,0.0,2.0,,Owens Corning
1344,100239,0.0,2.0,,Rust-Oleum Specialty
1345,100239,0.0,2.0,,Rust-Oleum Specialty
1347,100239,1.0,2.0,rustoleum,Rust-Oleum Specialty
1348,100239,1.0,2.0,rustollum,Rust-Oleum Specialty
1349,100239,0.0,2.0,,Rust-Oleum Specialty
1355,100241,1.0,1.0,dewalr,DEWALT
1356,100241,1.0,1.0,dewalt,DEWALT
1357,100241,1.0,1.0,dewalt,DEWALT
1359,100242,1.0,1.0,werner,Werner
1364,100245,0.0,3.0,,Hearth & Garden
1366,100246,0.0,1.0,,Henry
1377,100248,0.0,1.0,,Backer-On
1387,100248,1.0,1.0,backerboard,Backer-On
1388,100248,0.0,1.0,,Backer-On
1394,100249,0.0,2.0,,Hampton Bay
1395,100249,0.0,2.0,,Hampton Bay
1397,100249,0.0,2.0,,Hampton Bay
1399,100249,2.0,2.0,hampton bay,Hampton Bay
1401,100249,1.0,2.0,hampton,Hampton Bay
1403,100249,0.0,2.0,,Hampton Bay
1405,100250,0.0,3.0,,House of Fara
1408,100251,0.0,0.0,,Unbranded
1414,100252,0.0,2.0,,Summer Infant
1419,100253,0.0,1.0,,3M
1422,100254,0.0,1.0,,Element
1427,100255,0.0,1.0,,3M
1431,100256,0.0,1.0,,GAF
1433,100256,0.0,1.0,,GAF
1434,100256,0.0,1.0,,GAF
1436,100256,0.0,1.0,,GAF
1439,100257,0.0,0.0,,Unbranded
1443,100257,0.0,0.0,,Unbranded
1444,100257,0.0,0.0,,Unbranded
1449,100259,0.0,1.0,,Vigoro
1453,100259,0.0,1.0,,Vigoro
1454,100259,0.0,1.0,,Vigoro
1458,100260,0.0,1.0,,DecraMold
1468,100263,0.0,1.0,,BLACK+DECKER
1471,100263,0.0,1.0,,BLACK+DECKER
1472,100263,0.0,1.0,,BLACK+DECKER
1473,100263,0.0,1.0,,BLACK+DECKER
1479,100264,1.0,2.0,electrolux,LG Electronics
1481,100264,0.0,2.0,,LG Electronics
1483,100264,0.0,2.0,,LG Electronics
1486,100264,1.0,2.0,lg,LG Electronics
1487,100264,1.0,2.0,lg,LG Electronics
1490,100264,0.0,2.0,,LG Electronics
1491,100264,0.0,2.0,,LG Electronics
1492,100264,0.0,2.0,,LG Electronics
1496,100264,0.0,2.0,,LG Electronics
1497,100264,0.0,2.0,,LG Electronics
1501,100264,0.0,2.0,,LG Electronics
1504,100265,1.0,2.0,barreir,Reach Barrier
1506,100265,0.0,2.0,,Reach Barrier
1509,100265,0.0,2.0,,Reach Barrier
1512,100265,0.0,2.0,,Reach Barrier
1528,100267,0.0,2.0,,LG Electronics
1538,100269,0.0,1.0,,Daltile
1542,100270,0.0,1.0,,Werner
1546,100270,1.0,1.0,werner,Werner
1548,100272,0.0,1.0,,JELD-WEN
1554,100272,1.0,1.0,jeldwen,JELD-WEN
1560,100272,0.0,1.0,,JELD-WEN
1561,100272,0.0,1.0,,JELD-WEN
1562,100272,0.0,1.0,,JELD-WEN
1568,100272,0.0,1.0,,JELD-WEN
1569,100272,1.0,1.0,jeld-wen,JELD-WEN
1571,100272,0.0,1.0,,JELD-WEN
1572,100273,0.0,1.0,,Safavieh
1576,100274,1.0,1.0,milwakee,Milwaukee
1577,100274,1.0,1.0,milwaukee,Milwaukee
1578,100274,0.0,1.0,,Milwaukee
1587,100277,0.0,1.0,,Fiskars
1588,100277,0.0,1.0,,Fiskars
1593,100279,1.0,1.0,werner,Werner
1595,100280,0.0,2.0,,Feit Electric
1609,100282,0.0,2.0,,RL Flo-Master
1610,100282,0.0,2.0,,RL Flo-Master
1612,100282,0.0,2.0,,RL Flo-Master
1616,100282,0.0,2.0,,RL Flo-Master
1617,100282,0.0,2.0,,RL Flo-Master
1622,100283,1.0,1.0,foss,Foss
1624,100283,0.0,1.0,,Foss
1627,100284,0.0,1.0,,CAT
1633,100285,0.0,1.0,,Whirlpool
1634,100285,0.0,1.0,,Whirlpool
1637,100286,0.0,1.0,,Werner
1640,100286,0.0,1.0,,Werner
1643,100286,1.0,1.0,werner,Werner
1645,100287,0.0,1.0,,Grip-Rite
1647,100287,0.0,1.0,,Grip-Rite
1648,100287,0.0,1.0,,Grip-Rite
1653,100288,0.0,1.0,,DecoArt
1654,100289,0.0,1.0,,Leviton
1655,100289,0.0,1.0,,Leviton
1656,100289,0.0,1.0,,Leviton
1657,100289,0.0,1.0,,Leviton
1661,100290,2.0,3.0,martha stewart,Martha Stewart Living
1664,100292,0.0,1.0,,Prime-Line
1667,100292,0.0,1.0,,Prime-Line
1669,100293,0.0,1.0,,FastenMaster
1670,100294,0.0,3.0,,Home Decorators Collection
1671,100294,0.0,3.0,,Home Decorators Collection
1672,100294,0.0,3.0,,Home Decorators Collection
1673,100294,0.0,3.0,,Home Decorators Collection
1675,100294,0.0,3.0,,Home Decorators Collection
1677,100294,0.0,3.0,,Home Decorators Collection
1681,100295,0.0,1.0,,Ryobi
1691,100297,0.0,1.0,,Milwaukee
1692,100297,0.0,1.0,,Milwaukee
1696,100297,1.0,1.0,milwaukee,Milwaukee
1702,100299,0.0,1.0,,KOHLER
1703,100299,0.0,1.0,,KOHLER
1704,100299,0.0,1.0,,KOHLER
1705,100299,0.0,1.0,,KOHLER
1713,100299,0.0,1.0,,KOHLER
1715,100299,0.0,1.0,,KOHLER
1721,100302,0.0,1.0,,FastenMaster
1722,100303,0.0,2.0,,Channel Master
1724,100304,0.0,3.0,,New York Wire
1726,100304,0.0,3.0,,New York Wire
1731,100306,1.0,1.0,closet,ClosetMaid
1733,100306,1.0,1.0,closet,ClosetMaid
1738,100306,1.0,1.0,closetmaid,ClosetMaid
1740,100306,0.0,1.0,,ClosetMaid
1741,100306,0.0,1.0,,ClosetMaid
1742,100306,1.0,1.0,closet,ClosetMaid
1746,100307,0.0,2.0,,Rust-Oleum EpoxyShield
1749,100307,0.0,2.0,,Rust-Oleum EpoxyShield
1753,100307,0.0,2.0,,Rust-Oleum EpoxyShield
1762,100307,1.0,2.0,rustollum,Rust-Oleum EpoxyShield
1765,100308,1.0,1.0,maytag,Maytag
1771,100310,0.0,2.0,,Hampton Bay
1774,100311,0.0,2.0,,Feit Electric
1777,100312,0.0,1.0,,Poolmaster
1779,100313,0.0,1.0,,Linzer
1780,100313,0.0,1.0,,Linzer
1782,100313,0.0,1.0,,Linzer
1784,100314,0.0,0.0,,Unbranded
1785,100314,0.0,0.0,,Unbranded
1786,100315,0.0,4.0,,Allied Tube & Conduit
1790,100315,1.0,4.0,conduit,Allied Tube & Conduit
1797,100316,2.0,2.0,mighty mule,Mighty Mule
1804,100317,0.0,1.0,,SPT
1805,100317,0.0,1.0,,SPT
1811,100320,1.0,2.0,window,TAFCO WINDOWS
1815,100320,2.0,2.0,windows window,TAFCO WINDOWS
1816,100320,1.0,2.0,window,TAFCO WINDOWS
1818,100320,1.0,2.0,windows,TAFCO WINDOWS
1821,100321,1.0,2.0,allure,TrafficMASTER Allure
1824,100321,1.0,2.0,allure,TrafficMASTER Allure
1829,100322,0.0,1.0,,PetSafe
1830,100323,0.0,2.0,,Richelieu Hardware
1835,100323,0.0,2.0,,Richelieu Hardware
1841,100326,0.0,1.0,,Defiant
1844,100326,0.0,1.0,,Defiant
1845,100326,0.0,1.0,,Defiant
1846,100326,0.0,1.0,,Defiant
1847,100327,0.0,0.0,,Unbranded
1848,100327,0.0,0.0,,Unbranded
1851,100327,0.0,0.0,,Unbranded
1852,100328,0.0,3.0,,MD Building Products
1853,100328,0.0,3.0,,MD Building Products
1855,100328,0.0,3.0,,MD Building Products
1858,100329,0.0,0.0,,0
1861,100329,0.0,0.0,,0
1862,100330,0.0,1.0,,Masonite
1867,100331,2.0,2.0,pulse shower,PULSE Showerspas
1868,100331,1.0,2.0,shower,PULSE Showerspas
1870,100331,1.0,2.0,shower,PULSE Showerspas
1872,100332,0.0,1.0,,Milwaukee
1875,100334,1.0,1.0,dremel,Dremel
1881,100335,0.0,2.0,,Owens Corning
1883,100335,0.0,2.0,,Owens Corning
1894,100337,2.0,1.0,closet closet,ClosetMaid
1896,100337,1.0,1.0,closetmaid,ClosetMaid
1899,100337,0.0,1.0,,ClosetMaid
1907,100339,0.0,1.0,,LEXAN
1914,100341,0.0,1.0,,Dimex
1915,100342,0.0,1.0,,HDX
1918,100342,0.0,1.0,,HDX
1920,100342,0.0,1.0,,HDX
1921,100343,1.0,2.0,light,Lithonia Lighting
1922,100343,1.0,2.0,light,Lithonia Lighting
1923,100343,1.0,2.0,lighting,Lithonia Lighting
1924,100343,1.0,2.0,lightening,Lithonia Lighting
1927,100343,0.0,2.0,,Lithonia Lighting
1931,100343,1.0,2.0,lighting,Lithonia Lighting
1933,100343,1.0,2.0,light,Lithonia Lighting
1939,100344,0.0,2.0,,InstallBay Garage
1941,100345,0.0,0.0,,Unbranded
1943,100345,0.0,0.0,,Unbranded
1956,100349,1.0,1.0,shelves,SHELVES
1959,100350,1.0,1.0,husky,Husky
1961,100350,0.0,1.0,,Husky
1963,100351,0.0,2.0,,Heath Zenith
1964,100351,0.0,2.0,,Heath Zenith
1966,100351,0.0,2.0,,Heath Zenith
1967,100352,0.0,1.0,,Wagner
1970,100352,0.0,1.0,,Wagner
1977,100354,0.0,1.0,,Palruf
1979,100354,0.0,1.0,,Palruf
1982,100354,0.0,1.0,,Palruf
1983,100354,0.0,1.0,,Palruf
1987,100355,1.0,1.0,milwaukee,Milwaukee
1989,100356,0.0,3.0,,MD Building Products
1994,100356,0.0,3.0,,MD Building Products
1998,100357,0.0,3.0,,Home Decorators Collection
2000,100357,0.0,3.0,,Home Decorators Collection
2001,100357,0.0,3.0,,Home Decorators Collection
2002,100357,0.0,3.0,,Home Decorators Collection
2003,100357,0.0,3.0,,Home Decorators Collection
2006,100357,0.0,3.0,,Home Decorators Collection
2008,100357,0.0,3.0,,Home Decorators Collection
2011,100358,0.0,1.0,,Philips
2013,100358,0.0,1.0,,Philips
2019,100359,0.0,1.0,,Wilsonart
2021,100359,0.0,1.0,,Wilsonart
2022,100359,0.0,1.0,,Wilsonart
2023,100359,0.0,1.0,,Wilsonart
2024,100359,0.0,1.0,,Wilsonart
2025,100360,0.0,1.0,,Wilsonart
